Date,Meal,Canteen_Section,Food_Category,Waste_Weight_kg,Unit_Price_per_kg,Cost_Loss,Day_of_Week,Day_Num,Is_Weekend,Month,Day,Day_of_Year,temperature,rainfall,holiday,special_event,expected_attendance,actual_attendance,meals_prepared,meals_consumed,surplus_meals,surplus_percentage,previous_day_consumption
2025-07-08,Breakfast,A,Vegetables,1.29,3.0,3.87,Tuesday,1,0,7,8,189,30.5,0.0,1,0,101,98,110,91,19,17.27,279
2025-07-08,Breakfast,B,Meat,4.62,8.0,36.96,Tuesday,1,0,7,8,189,30.5,0.0,1,0,100,107,111,105,6,5.41,85
2025-07-08,Breakfast,B,Soup,0.55,1.5,0.82,Tuesday,1,0,7,8,189,30.5,0.0,1,0,93,96,100,89,11,11.0,98
2025-07-08,Breakfast,B,Vegetables,4.25,3.0,12.75,Tuesday,1,0,7,8,189,30.5,0.0,1,0,90,76,99,70,29,29.29,91
2025-07-08,Breakfast,C,Meat,1.03,8.0,8.24,Tuesday,1,0,7,8,189,30.5,0.0,1,0,75,69,86,66,20,23.26,105
2025-07-08,Breakfast,C,Rice,3.65,2.0,7.3,Tuesday,1,0,7,8,189,30.5,0.0,1,0,71,70,79,68,11,13.92,257
2025-07-08,Breakfast,C,Soup,3.4,1.5,5.1,Tuesday,1,0,7,8,189,30.5,0.0,1,0,86,85,95,78,17,17.89,211
2025-07-08,Breakfast,D,Meat,4.38,8.0,35.04,Tuesday,1,0,7,8,189,30.5,0.0,1,0,87,86,97,85,12,12.37,347
2025-07-08,Breakfast,D,Rice,3.05,2.0,6.1,Tuesday,1,0,7,8,189,30.5,0.0,1,0,83,88,94,84,10,10.64,68
2025-07-08,Breakfast,D,Soup,3.83,1.5,5.74,Tuesday,1,0,7,8,189,30.5,0.0,1,0,89,88,100,79,21,21.0,89
2025-07-08,Breakfast,D,Vegetables,1.02,3.0,3.06,Tuesday,1,0,7,8,189,30.5,0.0,1,0,83,85,95,80,15,15.79,70
2025-07-08,Dinner,A,Meat,3.9,8.0,31.2,Tuesday,1,0,7,8,189,30.5,0.0,1,0,154,152,171,150,21,12.28,116
2025-07-08,Dinner,A,Rice,2.81,2.0,5.62,Tuesday,1,0,7,8,189,30.5,0.0,1,0,174,180,194,173,21,10.82,143
2025-07-08,Dinner,A,Soup,2.71,1.5,4.06,Tuesday,1,0,7,8,189,30.5,0.0,1,0,171,165,188,148,40,21.28,135
2025-07-08,Dinner,A,Vegetables,1.97,3.0,5.91,Tuesday,1,0,7,8,189,30.5,0.0,1,0,172,163,189,154,35,18.52,113
2025-07-08,Dinner,B,Meat,1.38,8.0,11.04,Tuesday,1,0,7,8,189,30.5,0.0,1,0,136,127,147,121,26,17.69,109
2025-07-08,Dinner,B,Rice,1.86,2.0,3.72,Tuesday,1,0,7,8,189,30.5,0.0,1,0,165,159,185,152,33,17.84,173
2025-07-08,Dinner,B,Soup,2.54,1.5,3.81,Tuesday,1,0,7,8,189,30.5,0.0,1,0,148,150,168,135,33,19.64,115
2025-07-08,Dinner,B,Vegetables,2.61,3.0,7.83,Tuesday,1,0,7,8,189,30.5,0.0,1,0,135,135,145,127,18,12.41,154
2025-07-08,Dinner,C,Meat,4.91,8.0,39.28,Tuesday,1,0,7,8,189,30.5,0.0,1,0,113,110,126,109,17,13.49,447
2025-07-08,Dinner,C,Rice,0.58,2.0,1.16,Tuesday,1,0,7,8,189,30.5,0.0,1,0,124,127,140,123,17,12.14,509
2025-07-08,Dinner,C,Soup,4.21,1.5,6.32,Tuesday,1,0,7,8,189,30.5,0.0,1,0,133,125,152,115,37,24.34,133
2025-07-08,Dinner,C,Vegetables,2.4,3.0,7.2,Tuesday,1,0,7,8,189,30.5,0.0,1,0,128,124,139,113,26,18.71,293
2025-07-08,Dinner,D,Meat,1.92,8.0,15.36,Tuesday,1,0,7,8,189,30.5,0.0,1,0,119,121,134,116,18,13.43,121
2025-07-08,Dinner,D,Rice,4.58,2.0,9.16,Tuesday,1,0,7,8,189,30.5,0.0,1,0,138,147,157,143,14,8.92,123
2025-07-08,Dinner,D,Soup,2.86,1.5,4.29,Tuesday,1,0,7,8,189,30.5,0.0,1,0,151,144,172,133,39,22.67,404
2025-07-08,Dinner,D,Vegetables,2.13,3.0,6.39,Tuesday,1,0,7,8,189,30.5,0.0,1,0,122,119,134,112,22,16.42,127
2025-07-08,Lunch,A,Meat,2.84,8.0,22.72,Tuesday,1,0,7,8,189,30.5,0.0,1,0,246,246,275,234,41,14.91,538
2025-07-08,Lunch,A,Rice,3.65,2.0,7.3,Tuesday,1,0,7,8,189,30.5,0.0,1,0,244,233,272,226,46,16.91,205
2025-07-08,Lunch,A,Soup,4.36,1.5,6.54,Tuesday,1,0,7,8,189,30.5,0.0,1,0,235,255,254,236,18,7.09,183
2025-07-08,Lunch,A,Vegetables,2.45,3.0,7.35,Tuesday,1,0,7,8,189,30.5,0.0,1,0,256,252,283,230,53,18.73,221
2025-07-08,Lunch,B,Meat,4.79,8.0,38.32,Tuesday,1,0,7,8,189,30.5,0.0,1,0,240,244,258,238,20,7.75,169
2025-07-08,Lunch,B,Rice,1.73,2.0,3.46,Tuesday,1,0,7,8,189,30.5,0.0,1,0,210,208,239,203,36,15.06,622
2025-07-08,Lunch,B,Soup,4.69,1.5,7.04,Tuesday,1,0,7,8,189,30.5,0.0,1,0,224,235,255,215,40,15.69,236
2025-07-08,Lunch,B,Vegetables,0.18,3.0,0.54,Tuesday,1,0,7,8,189,30.5,0.0,1,0,241,237,262,221,41,15.65,174
2025-07-08,Lunch,C,Meat,0.67,8.0,5.36,Tuesday,1,0,7,8,189,30.5,0.0,1,0,175,174,197,169,28,14.21,234
2025-07-08,Lunch,C,Rice,4.81,2.0,9.62,Tuesday,1,0,7,8,189,30.5,0.0,1,0,170,181,189,173,16,8.47,203
2025-07-08,Lunch,C,Soup,2.45,1.5,3.68,Tuesday,1,0,7,8,189,30.5,0.0,1,0,190,197,207,183,24,11.59,472
2025-07-08,Lunch,C,Vegetables,5.0,3.0,15.0,Tuesday,1,0,7,8,189,30.5,0.0,1,0,178,184,194,174,20,10.31,188
2025-07-08,Lunch,D,Meat,3.06,8.0,24.48,Tuesday,1,0,7,8,189,30.5,0.0,1,0,194,191,216,182,34,15.74,238
2025-07-08,Lunch,D,Rice,1.29,2.0,2.58,Tuesday,1,0,7,8,189,30.5,0.0,1,0,216,215,245,205,40,16.33,173
2025-07-08,Lunch,D,Vegetables,1.1,3.0,3.3,Tuesday,1,0,7,8,189,30.5,0.0,1,0,196,205,211,188,23,10.9,644
2025-07-09,Breakfast,A,Meat,0.82,8.0,6.56,Wednesday,2,0,7,9,190,26.4,5.8,0,0,254,257,273,254,19,6.96,263
2025-07-09,Breakfast,A,Rice,1.18,2.0,2.36,Wednesday,2,0,7,9,190,26.4,5.8,0,0,286,279,325,266,59,18.15,224
2025-07-09,Breakfast,A,Soup,4.68,1.5,7.02,Wednesday,2,0,7,9,190,26.4,5.8,0,0,316,306,345,283,62,17.97,199
2025-07-09,Breakfast,A,Vegetables,1.38,3.0,4.14,Wednesday,2,0,7,9,190,26.4,5.8,0,0,282,283,319,267,52,16.3,218
2025-07-09,Breakfast,B,Meat,2.15,8.0,17.2,Wednesday,2,0,7,9,190,26.4,5.8,0,0,279,270,305,263,42,13.77,66
2025-07-09,Breakfast,B,Rice,2.94,2.0,5.88,Wednesday,2,0,7,9,190,26.4,5.8,0,0,295,298,322,287,35,10.87,266
2025-07-09,Breakfast,B,Soup,1.72,1.5,2.58,Wednesday,2,0,7,9,190,26.4,5.8,0,0,248,250,269,225,44,16.36,250
2025-07-09,Breakfast,B,Vegetables,0.85,3.0,2.55,Wednesday,2,0,7,9,190,26.4,5.8,0,0,271,277,298,254,44,14.77,80
2025-07-09,Breakfast,C,Meat,4.18,8.0,33.44,Wednesday,2,0,7,9,190,26.4,5.8,0,0,211,209,237,200,37,15.61,244
2025-07-09,Breakfast,C,Rice,1.96,2.0,3.92,Wednesday,2,0,7,9,190,26.4,5.8,0,0,221,232,241,224,17,7.05,95
2025-07-09,Breakfast,C,Soup,3.31,1.5,4.96,Wednesday,2,0,7,9,190,26.4,5.8,0,0,220,216,237,199,38,16.03,225
2025-07-09,Breakfast,D,Meat,1.36,8.0,10.88,Wednesday,2,0,7,9,190,26.4,5.8,0,0,243,253,261,244,17,6.51,254
2025-07-09,Breakfast,D,Rice,3.46,2.0,6.92,Wednesday,2,0,7,9,190,26.4,5.8,0,0,241,236,270,224,46,17.04,224
2025-07-09,Breakfast,D,Soup,4.84,1.5,7.26,Wednesday,2,0,7,9,190,26.4,5.8,0,0,269,270,294,250,44,14.97,79
2025-07-09,Breakfast,D,Vegetables,4.13,3.0,12.39,Wednesday,2,0,7,9,190,26.4,5.8,0,0,238,231,261,218,43,16.48,254
2025-07-09,Dinner,A,Meat,4.23,8.0,33.84,Wednesday,2,0,7,9,190,26.4,5.8,0,0,475,513,513,495,18,3.51,150
2025-07-09,Dinner,A,Rice,2.12,2.0,4.24,Wednesday,2,0,7,9,190,26.4,5.8,0,0,431,457,473,432,41,8.67,152
2025-07-09,Dinner,A,Soup,3.57,1.5,5.36,Wednesday,2,0,7,9,190,26.4,5.8,0,0,450,460,486,417,69,14.2,317
2025-07-09,Dinner,A,Vegetables,1.23,3.0,3.69,Wednesday,2,0,7,9,190,26.4,5.8,0,0,488,463,523,428,95,18.16,112
2025-07-09,Dinner,B,Meat,2.58,8.0,20.64,Wednesday,2,0,7,9,190,26.4,5.8,0,0,417,373,474,364,110,23.21,345
2025-07-09,Dinner,B,Rice,0.14,2.0,0.28,Wednesday,2,0,7,9,190,26.4,5.8,0,0,430,426,471,409,62,13.16,432
2025-07-09,Dinner,B,Soup,3.13,1.5,4.7,Wednesday,2,0,7,9,190,26.4,5.8,0,0,414,431,452,384,68,15.04,308
2025-07-09,Dinner,B,Vegetables,1.93,3.0,5.79,Wednesday,2,0,7,9,190,26.4,5.8,0,0,441,432,479,408,71,14.82,280
2025-07-09,Dinner,C,Meat,3.12,8.0,24.96,Wednesday,2,0,7,9,190,26.4,5.8,0,0,336,360,376,345,31,8.24,495
2025-07-09,Dinner,C,Rice,3.37,2.0,6.74,Wednesday,2,0,7,9,190,26.4,5.8,0,0,332,342,370,327,43,11.62,409
2025-07-09,Dinner,C,Soup,2.49,1.5,3.74,Wednesday,2,0,7,9,190,26.4,5.8,0,0,335,339,368,308,60,16.3,417
2025-07-09,Dinner,C,Vegetables,2.47,3.0,7.41,Wednesday,2,0,7,9,190,26.4,5.8,0,0,323,305,353,280,73,20.68,428
2025-07-09,Dinner,D,Meat,2.8,8.0,22.4,Wednesday,2,0,7,9,190,26.4,5.8,0,0,376,350,417,340,77,18.47,364
2025-07-09,Dinner,D,Rice,0.13,2.0,0.26,Wednesday,2,0,7,9,190,26.4,5.8,0,0,410,407,463,383,80,17.28,327
2025-07-09,Dinner,D,Soup,2.69,1.5,4.04,Wednesday,2,0,7,9,190,26.4,5.8,0,0,388,353,423,317,106,25.06,148
2025-07-09,Lunch,A,Meat,2.5,8.0,20.0,Wednesday,2,0,7,9,190,26.4,5.8,0,0,800,797,870,772,98,11.26,570
2025-07-09,Lunch,A,Rice,3.24,2.0,6.48,Wednesday,2,0,7,9,190,26.4,5.8,0,0,686,665,740,644,96,12.97,226
2025-07-09,Lunch,A,Vegetables,0.92,3.0,2.76,Wednesday,2,0,7,9,190,26.4,5.8,0,0,730,699,798,643,155,19.42,555
2025-07-09,Lunch,B,Meat,3.63,8.0,29.04,Wednesday,2,0,7,9,190,26.4,5.8,0,0,627,649,681,627,54,7.93,772
2025-07-09,Lunch,B,Rice,0.93,2.0,1.86,Wednesday,2,0,7,9,190,26.4,5.8,0,0,650,717,735,680,55,7.48,644
2025-07-09,Lunch,B,Vegetables,2.49,3.0,7.47,Wednesday,2,0,7,9,190,26.4,5.8,0,0,607,602,686,557,129,18.8,453
2025-07-09,Lunch,C,Rice,2.76,2.0,5.52,Wednesday,2,0,7,9,190,26.4,5.8,0,0,519,535,560,507,53,9.46,680
2025-07-09,Lunch,C,Soup,0.27,1.5,0.4,Wednesday,2,0,7,9,190,26.4,5.8,0,0,492,506,539,455,84,15.58,574
2025-07-09,Lunch,C,Vegetables,0.39,3.0,1.17,Wednesday,2,0,7,9,190,26.4,5.8,0,0,492,494,530,453,77,14.53,643
2025-07-09,Lunch,D,Meat,4.73,8.0,37.84,Wednesday,2,0,7,9,190,26.4,5.8,0,0,569,593,625,570,55,8.8,182
2025-07-09,Lunch,D,Rice,4.25,2.0,8.5,Wednesday,2,0,7,9,190,26.4,5.8,0,0,571,577,636,547,89,13.99,507
2025-07-09,Lunch,D,Soup,3.85,1.5,5.78,Wednesday,2,0,7,9,190,26.4,5.8,0,0,627,638,676,574,102,15.09,215
2025-07-09,Lunch,D,Vegetables,3.37,3.0,10.11,Wednesday,2,0,7,9,190,26.4,5.8,0,0,562,592,621,555,66,10.63,230
2025-07-10,Breakfast,A,Meat,4.89,8.0,39.12,Thursday,3,0,7,10,191,28.4,0.0,0,0,335,337,374,321,53,14.17,238
2025-07-10,Breakfast,A,Rice,1.45,2.0,2.9,Thursday,3,0,7,10,191,28.4,0.0,0,0,308,297,343,284,59,17.2,287
2025-07-10,Breakfast,A,Soup,4.08,1.5,6.12,Thursday,3,0,7,10,191,28.4,0.0,0,0,275,272,310,247,63,20.32,283
2025-07-10,Breakfast,A,Vegetables,0.18,3.0,0.54,Thursday,3,0,7,10,191,28.4,0.0,0,0,319,323,343,296,47,13.7,238
2025-07-10,Breakfast,B,Meat,4.05,8.0,32.4,Thursday,3,0,7,10,191,28.4,0.0,0,0,254,247,284,237,47,16.55,200
2025-07-10,Breakfast,B,Rice,3.4,2.0,6.8,Thursday,3,0,7,10,191,28.4,0.0,0,0,265,246,288,231,57,19.79,228
2025-07-10,Breakfast,B,Soup,0.62,1.5,0.93,Thursday,3,0,7,10,191,28.4,0.0,0,0,238,254,261,231,30,11.49,213
2025-07-10,Breakfast,B,Vegetables,4.56,3.0,13.68,Thursday,3,0,7,10,191,28.4,0.0,0,0,266,258,297,238,59,19.87,235
2025-07-10,Breakfast,C,Meat,0.83,8.0,6.64,Thursday,3,0,7,10,191,28.4,0.0,0,0,222,234,242,231,11,4.55,321
2025-07-10,Breakfast,C,Soup,2.68,1.5,4.02,Thursday,3,0,7,10,191,28.4,0.0,0,0,204,214,222,199,23,10.36,231
2025-07-10,Breakfast,C,Vegetables,1.04,3.0,3.12,Thursday,3,0,7,10,191,28.4,0.0,0,0,216,214,244,203,41,16.8,296
2025-07-10,Breakfast,D,Meat,1.41,8.0,11.28,Thursday,3,0,7,10,191,28.4,0.0,0,0,225,246,254,238,16,6.3,237
2025-07-10,Breakfast,D,Rice,4.09,2.0,8.18,Thursday,3,0,7,10,191,28.4,0.0,0,0,248,242,280,228,52,18.57,284
2025-07-10,Breakfast,D,Soup,1.93,1.5,2.9,Thursday,3,0,7,10,191,28.4,0.0,0,0,240,229,262,213,49,18.7,247
2025-07-10,Breakfast,D,Vegetables,2.04,3.0,6.12,Thursday,3,0,7,10,191,28.4,0.0,0,0,247,257,282,235,47,16.67,267
2025-07-10,Dinner,A,Meat,3.94,8.0,31.52,Thursday,3,0,7,10,191,28.4,0.0,0,0,391,414,441,400,41,9.3,368
2025-07-10,Dinner,A,Rice,2.23,2.0,4.46,Thursday,3,0,7,10,191,28.4,0.0,0,0,423,440,474,425,49,10.34,370
2025-07-10,Dinner,A,Soup,4.3,1.5,6.45,Thursday,3,0,7,10,191,28.4,0.0,0,0,497,534,561,489,72,12.83,384
2025-07-10,Dinner,A,Vegetables,2.87,3.0,8.61,Thursday,3,0,7,10,191,28.4,0.0,0,0,459,424,496,402,94,18.95,408
2025-07-10,Dinner,B,Meat,2.69,8.0,21.52,Thursday,3,0,7,10,191,28.4,0.0,0,0,460,458,521,446,75,14.4,400
2025-07-10,Dinner,B,Rice,0.57,2.0,1.14,Thursday,3,0,7,10,191,28.4,0.0,0,0,408,407,463,389,74,15.98,425
2025-07-10,Dinner,B,Soup,1.14,1.5,1.71,Thursday,3,0,7,10,191,28.4,0.0,0,0,457,449,495,416,79,15.96,489
2025-07-10,Dinner,B,Vegetables,0.31,3.0,0.93,Thursday,3,0,7,10,191,28.4,0.0,0,0,401,385,443,366,77,17.38,402
2025-07-10,Dinner,C,Meat,4.45,8.0,35.6,Thursday,3,0,7,10,191,28.4,0.0,0,0,361,360,396,350,46,11.62,446
2025-07-10,Dinner,C,Rice,4.35,2.0,8.7,Thursday,3,0,7,10,191,28.4,0.0,0,0,362,383,407,370,37,9.09,349
2025-07-10,Dinner,C,Soup,0.33,1.5,0.5,Thursday,3,0,7,10,191,28.4,0.0,0,0,373,393,414,351,63,15.22,416
2025-07-10,Dinner,D,Meat,4.64,8.0,37.12,Thursday,3,0,7,10,191,28.4,0.0,0,0,368,378,399,368,31,7.77,340
2025-07-10,Dinner,D,Rice,0.46,2.0,0.92,Thursday,3,0,7,10,191,28.4,0.0,0,0,377,358,430,349,81,18.84,383
2025-07-10,Lunch,A,Meat,2.87,8.0,22.96,Thursday,3,0,7,10,191,28.4,0.0,0,0,692,716,741,681,60,8.1,551
2025-07-10,Lunch,A,Soup,1.21,1.5,1.82,Thursday,3,0,7,10,191,28.4,0.0,0,0,760,747,858,665,193,22.49,540
2025-07-10,Lunch,A,Vegetables,4.95,3.0,14.85,Thursday,3,0,7,10,191,28.4,0.0,0,0,703,706,788,645,143,18.15,557
2025-07-10,Lunch,B,Meat,4.25,8.0,34.0,Thursday,3,0,7,10,191,28.4,0.0,0,0,674,666,724,659,65,8.98,627
2025-07-10,Lunch,B,Rice,3.45,2.0,6.9,Thursday,3,0,7,10,191,28.4,0.0,0,0,647,652,701,632,69,9.84,547
2025-07-10,Lunch,B,Vegetables,3.3,3.0,9.9,Thursday,3,0,7,10,191,28.4,0.0,0,0,571,591,620,548,72,11.61,599
2025-07-10,Lunch,C,Meat,0.56,8.0,4.48,Thursday,3,0,7,10,191,28.4,0.0,0,0,507,489,572,483,89,15.56,659
2025-07-10,Lunch,C,Rice,3.82,2.0,7.64,Thursday,3,0,7,10,191,28.4,0.0,0,0,516,544,588,519,69,11.73,526
2025-07-10,Lunch,C,Soup,2.81,1.5,4.22,Thursday,3,0,7,10,191,28.4,0.0,0,0,576,589,637,540,97,15.23,455
2025-07-10,Lunch,C,Vegetables,1.96,3.0,5.88,Thursday,3,0,7,10,191,28.4,0.0,0,0,565,635,623,599,24,3.85,515
2025-07-10,Lunch,D,Meat,0.15,8.0,1.2,Thursday,3,0,7,10,191,28.4,0.0,0,0,622,570,706,551,155,21.95,483
2025-07-10,Lunch,D,Rice,0.37,2.0,0.74,Thursday,3,0,7,10,191,28.4,0.0,0,0,565,540,625,526,99,15.84,632
2025-07-10,Lunch,D,Soup,2.55,1.5,3.82,Thursday,3,0,7,10,191,28.4,0.0,0,0,548,560,609,505,104,17.08,665
2025-07-10,Lunch,D,Vegetables,0.94,3.0,2.82,Thursday,3,0,7,10,191,28.4,0.0,0,0,557,547,597,515,82,13.74,645
2025-07-11,Breakfast,A,Meat,4.65,8.0,37.2,Friday,4,0,7,11,192,29.3,0.0,0,1,398,423,429,418,11,2.56,258
2025-07-11,Breakfast,A,Rice,0.26,2.0,0.52,Friday,4,0,7,11,192,29.3,0.0,0,1,402,395,456,378,78,17.11,290
2025-07-11,Breakfast,A,Vegetables,1.64,3.0,4.92,Friday,4,0,7,11,192,29.3,0.0,0,1,359,358,400,329,71,17.75,311
2025-07-11,Breakfast,B,Rice,2.98,2.0,5.96,Friday,4,0,7,11,192,29.3,0.0,0,1,392,377,441,356,85,19.27,294
2025-07-11,Breakfast,B,Soup,2.05,1.5,3.08,Friday,4,0,7,11,192,29.3,0.0,0,1,354,345,394,313,81,20.56,230
2025-07-11,Breakfast,B,Vegetables,3.59,3.0,10.77,Friday,4,0,7,11,192,29.3,0.0,0,1,369,340,402,311,91,22.64,289
2025-07-11,Breakfast,C,Meat,0.9,8.0,7.2,Friday,4,0,7,11,192,29.3,0.0,0,1,273,266,301,258,43,14.29,309
2025-07-11,Breakfast,C,Rice,0.48,2.0,0.96,Friday,4,0,7,11,192,29.3,0.0,0,1,304,307,339,294,45,13.27,231
2025-07-11,Breakfast,C,Soup,4.19,1.5,6.28,Friday,4,0,7,11,192,29.3,0.0,0,1,247,253,266,230,36,13.53,276
2025-07-11,Breakfast,C,Vegetables,1.28,3.0,3.84,Friday,4,0,7,11,192,29.3,0.0,0,1,324,314,357,289,68,19.05,203
2025-07-11,Breakfast,D,Meat,4.49,8.0,35.92,Friday,4,0,7,11,192,29.3,0.0,0,1,339,320,369,309,60,16.26,231
2025-07-11,Breakfast,D,Rice,2.01,2.0,4.02,Friday,4,0,7,11,192,29.3,0.0,0,1,322,307,366,290,76,20.77,356
2025-07-11,Breakfast,D,Soup,3.8,1.5,5.7,Friday,4,0,7,11,192,29.3,0.0,0,1,337,305,366,276,90,24.59,199
2025-07-11,Breakfast,D,Vegetables,1.73,3.0,5.19,Friday,4,0,7,11,192,29.3,0.0,0,1,338,356,367,329,38,10.35,329
2025-07-11,Dinner,A,Meat,1.84,8.0,14.72,Friday,4,0,7,11,192,29.3,0.0,0,1,645,659,735,627,108,14.69,444
2025-07-11,Dinner,A,Rice,2.5,2.0,5.0,Friday,4,0,7,11,192,29.3,0.0,0,1,727,806,807,782,25,3.1,539
2025-07-11,Dinner,A,Soup,2.22,1.5,3.33,Friday,4,0,7,11,192,29.3,0.0,0,1,635,615,716,568,148,20.67,541
2025-07-11,Dinner,A,Vegetables,4.71,3.0,14.13,Friday,4,0,7,11,192,29.3,0.0,0,1,615,614,675,578,97,14.37,482
2025-07-11,Dinner,B,Meat,3.34,8.0,26.72,Friday,4,0,7,11,192,29.3,0.0,0,1,574,546,637,536,101,15.86,350
2025-07-11,Dinner,B,Rice,3.43,2.0,6.86,Friday,4,0,7,11,192,29.3,0.0,0,1,559,552,628,539,89,14.17,457
2025-07-11,Dinner,C,Meat,3.59,8.0,28.72,Friday,4,0,7,11,192,29.3,0.0,0,1,484,454,539,444,95,17.63,536
2025-07-11,Dinner,C,Rice,4.01,2.0,8.02,Friday,4,0,7,11,192,29.3,0.0,0,1,449,470,502,457,45,8.96,389
2025-07-11,Dinner,C,Soup,0.86,1.5,1.29,Friday,4,0,7,11,192,29.3,0.0,0,1,463,500,517,458,59,11.41,568
2025-07-11,Dinner,D,Soup,1.65,1.5,2.47,Friday,4,0,7,11,192,29.3,0.0,0,1,552,585,605,541,64,10.58,351
2025-07-11,Dinner,D,Vegetables,3.72,3.0,11.16,Friday,4,0,7,11,192,29.3,0.0,0,1,535,512,601,482,119,19.8,366
2025-07-11,Lunch,A,Meat,4.94,8.0,39.52,Friday,4,0,7,11,192,29.3,0.0,0,1,849,833,949,805,144,15.17,785
2025-07-11,Lunch,A,Rice,0.79,2.0,1.58,Friday,4,0,7,11,192,29.3,0.0,0,1,979,972,1088,932,156,14.34,866
2025-07-11,Lunch,A,Soup,2.55,1.5,3.82,Friday,4,0,7,11,192,29.3,0.0,0,1,987,1111,1121,1026,95,8.47,806
2025-07-11,Lunch,A,Vegetables,3.65,3.0,10.95,Friday,4,0,7,11,192,29.3,0.0,0,1,945,934,1026,860,166,16.18,666
2025-07-11,Lunch,B,Meat,0.36,8.0,2.88,Friday,4,0,7,11,192,29.3,0.0,0,1,829,821,934,785,149,15.95,678
2025-07-11,Lunch,B,Rice,4.87,2.0,9.74,Friday,4,0,7,11,192,29.3,0.0,0,1,933,924,1026,897,129,12.57,728
2025-07-11,Lunch,B,Soup,4.21,1.5,6.32,Friday,4,0,7,11,192,29.3,0.0,0,1,912,885,986,806,180,18.26,695
2025-07-11,Lunch,B,Vegetables,2.24,3.0,6.72,Friday,4,0,7,11,192,29.3,0.0,0,1,884,901,978,828,150,15.34,548
2025-07-11,Lunch,C,Meat,3.87,8.0,30.96,Friday,4,0,7,11,192,29.3,0.0,0,1,712,687,806,678,128,15.88,681
2025-07-11,Lunch,C,Rice,1.77,2.0,3.54,Friday,4,0,7,11,192,29.3,0.0,0,1,734,749,810,728,82,10.12,932
2025-07-11,Lunch,C,Soup,2.04,1.5,3.06,Friday,4,0,7,11,192,29.3,0.0,0,1,737,781,836,695,141,16.87,505
2025-07-11,Lunch,C,Vegetables,4.78,3.0,14.34,Friday,4,0,7,11,192,29.3,0.0,0,1,752,704,832,666,166,19.95,828
2025-07-11,Lunch,D,Meat,0.25,8.0,2.0,Friday,4,0,7,11,192,29.3,0.0,0,1,791,824,889,791,98,11.02,805
2025-07-11,Lunch,D,Rice,3.89,2.0,7.78,Friday,4,0,7,11,192,29.3,0.0,0,1,825,888,889,866,23,2.59,519
2025-07-11,Lunch,D,Soup,4.96,1.5,7.44,Friday,4,0,7,11,192,29.3,0.0,0,1,863,817,933,737,196,21.01,1026
2025-07-11,Lunch,D,Vegetables,1.44,3.0,4.32,Friday,4,0,7,11,192,29.3,0.0,0,1,891,823,1008,763,245,24.31,860
2025-07-12,Breakfast,A,Meat,0.13,8.0,1.04,Saturday,5,1,7,12,193,26.0,0.0,0,1,235,233,265,225,40,15.09,224
2025-07-12,Breakfast,A,Rice,0.62,2.0,1.24,Saturday,5,1,7,12,193,26.0,0.0,0,1,218,221,239,214,25,10.46,378
2025-07-12,Breakfast,A,Soup,1.86,1.5,2.79,Saturday,5,1,7,12,193,26.0,0.0,0,1,227,215,250,193,57,22.8,164
2025-07-12,Breakfast,A,Vegetables,1.61,3.0,4.83,Saturday,5,1,7,12,193,26.0,0.0,0,1,217,201,245,188,57,23.27,159
2025-07-12,Breakfast,B,Meat,0.75,8.0,6.0,Saturday,5,1,7,12,193,26.0,0.0,0,1,223,229,240,224,16,6.67,148
2025-07-12,Breakfast,B,Rice,1.42,2.0,2.84,Saturday,5,1,7,12,193,26.0,0.0,0,1,216,208,237,201,36,15.19,214
2025-07-12,Breakfast,B,Vegetables,1.02,3.0,3.06,Saturday,5,1,7,12,193,26.0,0.0,0,1,166,165,186,155,31,16.67,329
2025-07-12,Breakfast,C,Meat,2.1,8.0,16.8,Saturday,5,1,7,12,193,26.0,0.0,0,1,172,155,189,148,41,21.69,418
2025-07-12,Breakfast,C,Soup,1.83,1.5,2.74,Saturday,5,1,7,12,193,26.0,0.0,0,1,177,185,198,166,32,16.16,193
2025-07-12,Breakfast,C,Vegetables,0.23,3.0,0.69,Saturday,5,1,7,12,193,26.0,0.0,0,1,161,160,176,151,25,14.2,155
2025-07-12,Breakfast,D,Meat,3.03,8.0,24.24,Saturday,5,1,7,12,193,26.0,0.0,0,1,155,152,172,148,24,13.95,148
2025-07-12,Breakfast,D,Soup,1.99,1.5,2.98,Saturday,5,1,7,12,193,26.0,0.0,0,1,177,181,196,164,32,16.33,313
2025-07-12,Breakfast,D,Vegetables,1.69,3.0,5.07,Saturday,5,1,7,12,193,26.0,0.0,0,1,172,171,192,159,33,17.19,151
2025-07-12,Dinner,A,Meat,1.33,8.0,10.64,Saturday,5,1,7,12,193,26.0,0.0,0,1,345,364,372,355,17,4.57,320
2025-07-12,Dinner,A,Soup,3.16,1.5,4.74,Saturday,5,1,7,12,193,26.0,0.0,0,1,357,375,403,334,69,17.12,318
2025-07-12,Dinner,B,Meat,1.06,8.0,8.48,Saturday,5,1,7,12,193,26.0,0.0,0,1,345,334,384,320,64,16.67,302
2025-07-12,Dinner,B,Rice,3.01,2.0,6.02,Saturday,5,1,7,12,193,26.0,0.0,0,1,326,298,358,285,73,20.39,291
2025-07-12,Dinner,B,Vegetables,0.62,3.0,1.86,Saturday,5,1,7,12,193,26.0,0.0,0,1,364,387,407,355,52,12.78,216
